Tag,Restaurant,Terrasse,Datum,Monat,is_fr_sa,Ferien-Value,Special-Day-Value,Niederschlag Tagessumme 6 UTC,Sonnenscheindauer Tagessumme,Lufttemperatur 2m Tagesmittel,Durchschnittliche Anzahl Geburtstage (über 100 Jahre),Tagesumsatz Restaurant
Mo,1638.5,16479.2,2023-08-14,August,0,0.6285714285714287,0.0,0.0,620.0,24.6,6840.05,18117.7
Di,1528.9,21408.9,2023-08-15,August,0,0.6285714285714287,0.0,0.0,506.0,24.1,6840.05,22937.800000000003
Mi,1519.1,14572.8,2023-08-16,August,0,0.6285714285714287,0.0,0.0,734.0,23.8,6840.05,16091.9
Do,1660.3,13787.4,2023-08-17,August,0,0.6285714285714287,0.0,2.5,213.0,21.0,6840.05,15447.699999999999
Fr,760.7,15648.4,2023-08-18,August,1,0.6285714285714287,0.0,0.0,755.0,22.6,6840.05,16409.1
Sa,863.6,14869.3,2023-08-19,August,1,0.6285714285714287,0.0,0.0,673.0,24.7,6840.05,15732.9
So,5336.7,15430.9,2023-08-20,August,0,0.6285714285714287,0.75,0.0,704.0,25.2,6840.05,20767.6
Mo,486.8,11991.4,2023-08-21,August,0,0.05714285714285715,0.0,0.0,744.0,26.0,6840.05,12478.199999999999
Di,947.7,14304.2,2023-08-22,August,0,0.05714285714285715,0.0,0.0,739.0,26.4,6840.05,15251.900000000001
Mi,1165.1,13210.7,2023-08-23,August,0,0.05714285714285715,0.0,0.0,735.0,26.3,6840.05,14375.800000000001
Do,5367.2,10046.5,2023-08-24,August,0,0.05714285714285715,0.0,0.3,519.0,25.7,6840.05,15413.7
Fr,1493.5,11503.3,2023-08-25,August,1,0.05714285714285715,0.0,0.1,362.0,23.8,6840.05,12996.8
Sa,11552.5,1919.6,2023-08-26,August,1,0.05714285714285715,0.0,23.1,30.0,19.1,6840.05,13472.1
So,13758.2,1219.0,2023-08-27,August,0,0.05714285714285715,0.0,28.5,1.0,15.8,6840.05,14977.2
Mo,7250.3,175.3,2023-08-28,August,0,0.0,0.5,36.6,0.0,12.8,6840.05,7425.6
Di,10109.8,0.0,2023-08-29,August,0,0.0,0.0,3.1,0.0,12.2,6840.05,10109.8
Mi,4963.0,2257.5,2023-08-30,August,0,0.0,0.0,0.1,236.0,14.7,6840.05,7220.5
Do,8438.2,738.1,2023-08-31,August,0,0.0,0.0,0.0,101.0,15.7,6840.05,9176.300000000001
Fr,1479.7,15591.6,2023-09-01,September,1,0.0,0.0,0.0,641.0,18.8,6763.88,17071.3
Sa,2738.2,16851.8,2023-09-02,September,1,0.0,0.0,0.0,725.0,19.8,6763.88,19590.0
So,390.5,19491.4,2023-09-03,September,0,0.0,0.0,0.0,581.0,20.2,6763.88,19881.9
Mo,654.2,11561.0,2023-09-04,September,0,0.0,0.0,0.0,728.0,20.4,6763.88,12215.2
Di,506.3,15153.2,2023-09-05,September,0,0.0,0.0,0.0,726.0,20.4,6763.88,15659.5
Mi,145.4,11844.9,2023-09-06,September,0,0.0,0.0,0.0,724.0,20.8,6763.88,11990.3
Do,460.2,15221.4,2023-09-07,September,0,0.0,0.0,0.0,721.0,22.3,6763.88,15681.6
Fr,1689.4,15671.7,2023-09-08,September,1,0.0,0.0,0.0,618.0,23.0,6763.88,17361.100000000002
Sa,3358.0,18383.9,2023-09-09,September,1,0.0,0.0,0.0,603.0,22.9,6763.88,21741.9
So,5876.1,20365.3,2023-09-10,September,0,0.0,0.0,0.0,707.0,23.0,6763.88,26241.4
Mo,968.8,12105.5,2023-09-11,September,0,0.0,0.0,0.0,716.0,22.7,6763.88,13074.3
Di,1231.8,11985.9,2023-09-12,September,0,0.0,0.0,2.9,379.0,21.2,6763.88,13217.699999999999
Mi,8462.9,1045.3,2023-09-13,September,0,0.0,0.0,13.6,6.0,17.9,6763.88,9508.199999999999
Do,7226.2,1066.6,2023-09-14,September,0,0.0,0.0,0.0,7.0,17.7,6763.88,8292.8
Fr,931.1999999999999,12738.5,2023-09-15,September,1,0.0,0.0,0.0,329.0,18.9,6763.88,13669.7
Sa,7202.4,8126.5,2023-09-16,September,1,0.0,0.0,0.0,371.0,19.7,6763.88,15328.9
So,1141.0,20704.8,2023-09-17,September,0,0.0,0.0,0.0,541.0,20.8,6763.88,21845.8
Mo,8012.0,0.0,2023-09-18,September,0,0.0,0.0,4.3,10.0,18.0,6763.88,8012.0
Di,9523.3,1204.9,2023-09-19,September,0,0.0,0.0,0.4,266.0,17.5,6763.88,10728.199999999999
Mi,700.6,9683.2,2023-09-20,September,0,0.0,0.0,0.0,645.0,18.0,6763.88,10383.800000000001
Do,3705.3,4331.3,2023-09-21,September,0,0.0,0.0,24.0,272.0,18.7,6763.88,8036.6
Fr,10491.6,35.2,2023-09-22,September,1,0.0,0.0,4.7,18.0,14.4,6763.88,10526.800000000001
Sa,13073.5,1678.1,2023-09-23,September,1,0.05714285714285715,0.0,3.4,106.0,12.6,6763.88,14751.6
So,13315.0,5600.9,2023-09-24,September,0,0.05714285714285715,0.0,0.0,379.0,12.5,6763.88,18915.9
Mo,4953.1,4568.1,2023-09-25,September,0,0.05714285714285715,0.0,0.0,654.0,12.9,6763.88,9521.2
Di,2721.1,6661.3,2023-09-26,September,0,0.05714285714285715,0.0,0.0,660.0,14.4,6763.88,9382.4
Mi,2825.3,8704.7,2023-09-27,September,0,0.05714285714285715,0.0,0.0,643.0,15.2,6763.88,11530.0
Do,1079.6,9108.5,2023-09-28,September,0,0.05714285714285715,0.0,0.0,576.0,16.8,6763.88,10188.1
Fr,6329.0,7557.5,2023-09-29,September,1,0.05714285714285715,0.0,0.0,464.0,18.1,6763.88,13886.5
Sa,9783.0,7326.6,2023-09-30,September,1,0.7428571428571429,0.0,0.0,245.0,18.2,6763.88,17109.6
So,4351.5,16053.7,2023-10-01,Oktober,0,0.7428571428571429,0.0,0.0,583.0,16.0,6589.36,20405.2
Mo,1660.8,12230.4,2023-10-02,Oktober,0,0.7428571428571429,0.0,0.0,630.0,16.3,6589.36,13891.199999999999
Di,6043.6,6548.2,2023-10-03,Oktober,0,0.7428571428571429,0.0,1.7,450.0,17.7,6589.36,12591.8
Mi,8251.3,3239.4,2023-10-04,Oktober,0,0.7428571428571429,0.0,0.0,343.0,15.2,6589.36,11490.699999999999
Do,5981.2,3087.3,2023-10-05,Oktober,0,0.7428571428571429,0.0,0.0,411.0,13.8,6589.36,9068.5
Fr,8353.5,5881.6,2023-10-06,Oktober,1,0.7428571428571429,0.0,0.0,510.0,13.8,6589.36,14235.1
Sa,8244.6,5729.0,2023-10-07,Oktober,1,1.0,0.0,0.0,568.0,14.1,6589.36,13973.6
So,5467.0,14520.0,2023-10-08,Oktober,0,1.0,0.0,0.0,591.0,15.8,6589.36,19987.0
Mo,6295.3,4161.8,2023-10-09,Oktober,0,1.0,0.0,0.0,517.0,17.0,6589.36,10457.1
Di,5301.4,6627.2,2023-10-10,Oktober,0,1.0,0.0,0.0,448.0,16.1,6589.36,11928.599999999999
Mi,5130.4,10258.6,2023-10-11,Oktober,0,1.0,0.0,0.0,599.0,16.0,6589.36,15389.0
Do,6335.0,7433.8,2023-10-12,Oktober,0,1.0,0.0,0.0,458.0,15.9,6589.36,13768.8
Fr,10292.9,10967.1,2023-10-13,Oktober,1,1.0,0.0,0.0,588.0,15.9,6589.36,21260.0
Sa,11577.9,236.6,2023-10-14,Oktober,1,1.0,0.0,16.2,131.0,14.6,6589.36,11814.5
So,13236.8,0.0,2023-10-15,Oktober,0,1.0,0.0,0.3,32.0,9.4,6589.36,13236.8
Mo,5951.4,477.7,2023-10-16,Oktober,0,0.2571428571428572,0.0,0.0,250.0,7.7,6589.36,6429.099999999999
Di,6037.8,143.7,2023-10-17,Oktober,0,0.2571428571428572,0.0,0.0,344.0,8.4,6589.36,6181.5
Mi,4958.4,0.0,2023-10-18,Oktober,0,0.2571428571428572,0.0,0.0,95.0,10.2,6589.36,4958.4
Do,7882.3,216.2,2023-10-19,Oktober,0,0.2571428571428572,0.0,0.0,265.0,14.4,6589.36,8098.5
Fr,8365.1,0.0,2023-10-20,Oktober,1,0.2571428571428572,0.0,3.6,0.0,13.4,6589.36,8365.1
Sa,13330.2,0.0,2023-10-21,Oktober,1,0.2571428571428572,0.0,7.4,0.0,11.7,6589.36,13330.2
So,12174.55,1832.0,2023-10-22,Oktober,0,0.2571428571428572,0.0,0.0,210.0,10.8,6589.36,14006.55
Mo,6491.1,210.9,2023-10-23,Oktober,0,0.028571428571428574,0.0,0.0,206.0,11.6,6589.36,6702.0
Di,5409.0,0.0,2023-10-24,Oktober,0,0.028571428571428574,0.0,9.7,0.0,11.2,6589.36,5409.0
Mi,8458.5,12.0,2023-10-25,Oktober,0,0.028571428571428574,0.0,4.1,160.0,11.4,6589.36,8470.5
Do,8305.0,0.0,2023-10-26,Oktober,0,0.028571428571428574,0.0,13.4,26.0,12.0,6589.36,8305.0
Fr,8317.1,21.8,2023-10-27,Oktober,1,0.028571428571428574,0.0,2.8,295.0,11.6,6589.36,8338.9
Sa,15713.2,929.6,2023-10-28,Oktober,1,0.028571428571428574,0.0,0.0,448.0,9.5,6589.36,16642.8
So,12409.1,1786.9,2023-10-29,Oktober,0,0.028571428571428574,0.0,0.0,298.0,10.5,6589.36,14196.0
Mo,5631.8,0.0,2023-10-30,Oktober,0,0.0,0.0,9.1,31.0,10.0,6589.36,5631.8
Di,7072.4,0.0,2023-10-31,Oktober,0,0.0,0.0,0.0,10.0,9.8,6589.36,7072.4
Mi,8670.9,0.0,2023-11-01,November,0,0.0,0.0,0.0,153.0,7.4,6225.59,8670.9
Do,4152.0,0.0,2023-11-02,November,0,0.0,0.0,8.9,0.0,7.7,6225.59,4152.0
Fr,7976.2,4.3,2023-11-03,November,1,0.0,0.0,1.0,126.0,6.3,6225.59,7980.5
Sa,12624.5,0.0,2023-11-04,November,1,0.0,0.0,15.8,108.0,5.8,6225.59,12624.5
So,10243.5,0.0,2023-11-05,November,0,0.0,0.0,0.1,119.0,10.0,6225.59,10243.5
Mo,5403.5,0.0,2023-11-06,November,0,0.0,0.0,0.9,321.0,8.6,6225.59,5403.5
Di,5592.8,0.0,2023-11-07,November,0,0.0,0.0,0.8,207.0,7.0,6225.59,5592.8
Mi,5943.9,369.1,2023-11-08,November,0,0.0,0.0,0.0,491.0,4.9,6225.59,6313.0
Do,7230.1,0.0,2023-11-09,November,0,0.0,0.0,2.0,7.0,5.0,6225.59,7230.1
Fr,8350.1,0.0,2023-11-10,November,1,0.0,0.0,2.2,110.0,6.4,6225.59,8350.1
Sa,13528.1,0.0,2023-11-11,November,1,0.0,0.0,4.0,62.0,5.7,6225.59,13528.1
So,4171.2,0.0,2023-11-12,November,0,0.0,0.0,11.4,0.0,5.4,6225.59,4171.2
Mo,4325.0,0.0,2023-11-13,November,0,0.0,0.0,22.3,0.0,11.0,6225.59,4325.0
Di,8336.1,0.0,2023-11-14,November,0,0.0,0.0,50.2,0.0,11.0,6225.59,8336.1
Mi,5207.7,0.0,2023-11-15,November,0,0.0,0.0,0.1,200.0,8.6,6225.59,5207.7
Do,5707.7,0.0,2023-11-16,November,0,0.0,0.0,1.5,15.0,7.2,6225.59,5707.7
Fr,8000.4,0.0,2023-11-17,November,1,0.0,0.0,3.2,1.0,7.2,6225.59,8000.4
Sa,11624.7,0.0,2023-11-18,November,1,0.0,0.0,13.0,48.0,5.0,6225.59,11624.7
So,12448.3,0.0,2023-11-19,November,0,0.0,0.0,2.9,60.0,9.6,6225.59,12448.3
Mo,5799.5,0.0,2023-11-20,November,0,0.0,0.0,1.5,18.0,9.1,6225.59,5799.5
Di,7363.9,0.0,2023-11-21,November,0,0.0,0.0,16.6,0.0,7.0,6225.59,7363.9
Mi,7659.0,0.0,2023-11-22,November,0,0.0,0.0,1.2,0.0,4.9,6225.59,7659.0
Do,6138.9,0.0,2023-11-23,November,0,0.0,0.0,0.0,194.0,3.4,6225.59,6138.9
Fr,11748.3,0.0,2023-11-24,November,1,0.0,0.0,3.8,103.0,5.0,6225.59,11748.3
Sa,11566.3,0.0,2023-11-25,November,1,0.0,0.0,0.3,38.0,2.7,6225.59,11566.3
So,9296.0,0.0,2023-11-26,November,0,0.0,0.0,0.0,55.0,2.7,6225.59,9296.0
Mo,4342.3,0.0,2023-11-27,November,0,0.0,0.0,6.4,5.0,2.7,6225.59,4342.3
Di,3838.0,0.0,2023-11-28,November,0,0.0,0.0,2.9,9.0,3.6,6225.59,3838.0
Mi,6690.9,0.0,2023-11-29,November,0,0.0,0.0,0.6,362.0,1.0,6225.59,6690.9
Do,4923.7,0.0,2023-11-30,November,0,0.0,0.0,32.8,0.0,1.3,6225.59,4923.7
Fr,11068.3,0.0,2023-12-01,Dezember,1,0.0,0.0,32.5,0.0,2.5,6455.11,11068.3
Sa,9649.2,0.0,2023-12-02,Dezember,1,0.0,0.0,6.3,0.0,-0.6,6455.11,9649.2
So,7851.1,11.1,2023-12-03,Dezember,0,0.0,0.0,0.0,397.0,-3.8,6455.11,7862.200000000001
Mo,4899.2,0.0,2023-12-04,Dezember,0,0.0,0.0,0.0,11.0,-2.3,6455.11,4899.2
Di,4711.0,0.0,2023-12-05,Dezember,0,0.0,0.0,0.1,87.0,1.8,6455.11,4711.0
Mi,6385.3,0.0,2023-12-06,Dezember,0,0.0,0.0,0.6,14.0,2.9,6455.11,6385.3
Do,11705.3,0.0,2023-12-07,Dezember,0,0.0,0.0,0.0,0.0,0.4,6455.11,11705.3
Fr,6208.2,0.0,2023-12-08,Dezember,1,0.0,0.0,5.9,0.0,2.9,6455.11,6208.2
Sa,5579.5,0.0,2023-12-09,Dezember,1,0.0,0.0,16.5,56.0,5.1,6455.11,5579.5
So,6107.4,0.0,2023-12-10,Dezember,0,0.0,0.0,0.5,0.0,7.6,6455.11,6107.4
Mo,5428.3,0.0,2023-12-11,Dezember,0,0.0,0.0,39.1,0.0,7.6,6455.11,5428.3
Di,7206.7,0.0,2023-12-12,Dezember,0,0.0,0.0,10.0,0.0,8.8,6455.11,7206.7
Mi,6518.6,0.0,2023-12-13,Dezember,0,0.0,0.0,11.9,48.0,6.8,6455.11,6518.6
Do,8590.3,0.0,2023-12-14,Dezember,0,0.0,0.0,1.2,0.0,5.9,6455.11,8590.3
Fr,9660.5,19.5,2023-12-15,Dezember,1,0.0,0.0,0.0,56.0,4.1,6455.11,9680.0
Sa,11816.4,0.0,2023-12-16,Dezember,1,0.0,0.0,0.0,0.0,0.9,6455.11,11816.4
So,9554.2,0.0,2023-12-17,Dezember,0,0.0,0.0,0.0,0.0,1.4,6455.11,9554.2
Mo,8413.4,0.0,2023-12-18,Dezember,0,0.0,0.0,0.0,55.0,0.2,6455.11,8413.4
Di,10087.3,63.0,2023-12-19,Dezember,0,0.0,0.0,3.9,308.0,1.8,6455.11,10150.3
Mi,4308.2,0.0,2023-12-20,Dezember,0,0.0,0.0,2.8,3.0,4.0,6455.11,4308.2
Do,7136.2,0.0,2023-12-21,Dezember,0,0.0,0.0,2.2,0.0,6.8,6455.11,7136.2
Fr,6407.3,0.0,2023-12-22,Dezember,1,0.0,0.0,0.0,0.0,8.7,6455.11,6407.3
Sa,6222.8,0.0,2023-12-23,Dezember,1,1.0,0.0,0.0,90.0,8.3,6455.11,6222.8
So,70.0,0.0,2023-12-24,Dezember,0,1.0,1.0,1.7,165.0,4.2,6455.11,70.0
Mo,16921.1,421.5,2023-12-25,Dezember,0,1.0,1.0,0.0,325.0,5.8,6455.11,17342.6
Di,13773.2,354.3,2023-12-26,Dezember,0,1.0,1.0,0.0,202.0,2.9,6455.11,14127.5
Mi,8083.6,189.4,2023-12-27,Dezember,0,1.0,0.0,0.0,362.0,2.0,6455.11,8273.0
Do,8207.2,0.0,2023-12-28,Dezember,0,1.0,0.0,0.0,0.0,2.8,6455.11,8207.2
Fr,7449.1,0.0,2023-12-29,Dezember,1,1.0,0.0,0.0,14.0,6.3,6455.11,7449.1
Sa,6674.7,269.3,2023-12-30,Dezember,1,1.0,0.0,0.0,381.0,4.9,6455.11,6944.0
So,39045.0,0.0,2023-12-31,Dezember,0,1.0,1.0,2.9,50.0,3.0,6455.11,28342.100000000002
Mo,9138.9,0.0,2024-01-01,Januar,0,1.0,1.0,0.0,251.0,3.5,6852.12,9138.9
Di,11308.66,0.0,2024-01-02,Januar,0,1.0,0.0,2.1,31.0,4.7,6852.12,11308.66
Mi,4284.8,30.0,2024-01-03,Januar,0,1.0,0.0,7.5,298.0,9.8,6852.12,4314.8
Do,6025.0,177.9,2024-01-04,Januar,0,1.0,0.0,0.0,305.0,7.1,6852.12,6202.9
Fr,6459.9,0.0,2024-01-05,Januar,1,1.0,0.0,14.3,0.0,4.8,6852.12,6459.9
Sa,10408.6,0.0,2024-01-06,Januar,1,1.0,0.0,14.7,0.0,3.1,6852.12,10408.6
So,3362.0,0.0,2024-01-07,Januar,0,1.0,0.0,3.3,0.0,1.7,6852.12,3362.0
Mo,2627.5,0.0,2024-01-08,Januar,0,0.0,0.0,0.0,0.0,-1.9,6852.12,2627.5
Di,4714.4,0.0,2024-01-09,Januar,0,0.0,0.0,0.5,0.0,-2.5,6852.12,4714.4
Mi,1590.0,0.0,2024-01-10,Januar,0,0.0,0.0,0.0,0.0,-1.9,6852.12,1590.0
Do,2525.0,0.0,2024-01-11,Januar,0,0.0,0.0,0.0,0.0,-1.4,6852.12,2525.0
Fr,7664.2,0.0,2024-01-12,Januar,1,0.0,0.0,0.0,0.0,-1.5,6852.12,7664.2
Sa,9747.5,0.0,2024-01-13,Januar,1,0.0,0.0,0.0,0.0,-2.2,6852.12,9747.5
So,11725.2,0.0,2024-01-14,Januar,0,0.0,0.0,0.8,192.0,-2.6,6852.12,11725.2
Mo,3748.1,0.0,2024-01-15,Januar,0,0.0,0.0,0.0,0.0,0.7,6852.12,3748.1
Di,2709.1,0.0,2024-01-16,Januar,0,0.0,0.0,3.6,171.0,-0.4,6852.12,2709.1
Mi,3009.0,0.0,2024-01-17,Januar,0,0.0,0.0,9.5,5.0,3.6,6852.12,3009.0
Do,4199.0,0.0,2024-01-18,Januar,0,0.0,0.0,20.1,4.0,5.1,6852.12,4199.0
Fr,5441.1,71.0,2024-01-19,Januar,1,0.0,0.0,0.0,123.0,-2.0,6852.12,5512.1
Sa,9412.1,67.0,2024-01-20,Januar,1,0.0,0.0,0.0,64.0,-5.7,6852.12,9479.1
So,9349.3,238.3,2024-01-21,Januar,0,0.0,0.0,0.0,158.0,-3.7,6852.12,9587.599999999999
Mo,4548.3,0.0,2024-01-22,Januar,0,0.0,0.0,6.6,26.0,0.7,6852.12,4548.3
Di,5567.5,0.0,2024-01-23,Januar,0,0.0,0.0,0.3,138.0,6.8,6852.12,5567.5
Mi,4937.9,0.0,2024-01-24,Januar,0,0.0,0.0,0.3,11.0,11.1,6852.12,4937.9
Do,5924.2,0.0,2024-01-25,Januar,0,0.0,0.0,0.0,52.0,12.1,6852.12,5924.2
Fr,8017.6,0.0,2024-01-26,Januar,1,0.0,0.0,6.2,76.0,8.3,6852.12,8017.6
Sa,13013.6,543.9,2024-01-27,Januar,1,0.0,0.0,0.0,238.0,5.9,6852.12,13557.5
So,7672.1,757.5,2024-01-28,Januar,0,0.0,0.0,0.0,198.0,3.0,6852.12,8429.6
Mo,6192.5,140.4,2024-01-29,Januar,0,0.0,0.0,0.0,308.0,2.0,6852.12,6332.9
Di,5645.1,20.0,2024-01-30,Januar,0,0.0,0.0,0.0,343.0,4.1,6852.12,5665.1
Mi,5460.4,120.9,2024-01-31,Januar,0,0.0,0.0,0.0,332.0,4.0,6852.12,5581.299999999999
Do,3848.2,0.0,2024-02-01,Februar,0,0.0,0.0,5.7,0.0,4.8,6590.24,3848.2
Fr,6229.0,0.0,2024-02-02,Februar,1,0.0,0.0,0.0,14.0,6.1,6590.24,6229.0
Sa,10263.2,1810.9,2024-02-03,Februar,1,0.5428571428571428,0.0,0.0,490.0,5.2,6590.24,12074.1
So,9293.1,606.2,2024-02-04,Februar,0,0.5428571428571428,0.0,0.0,130.0,3.6,6590.24,9899.300000000001
Mo,4527.1,349.9,2024-02-05,Februar,0,0.5428571428571428,0.0,0.0,29.0,2.0,6590.24,4877.0
Di,7518.95,765.7,2024-02-06,Februar,0,0.5428571428571428,0.0,0.0,346.0,1.8,6590.24,8284.65
Mi,6631.0,154.3,2024-02-07,Februar,0,0.5428571428571428,0.0,3.4,151.0,5.2,6590.24,6785.3
Do,6494.3,0.0,2024-02-08,Februar,0,0.5714285714285714,0.0,0.4,116.0,8.1,6590.24,6494.3
Fr,8614.8,7.0,2024-02-09,Februar,1,0.5714285714285714,0.0,0.1,0.0,8.5,6590.24,8621.8
Sa,10635.1,0.0,2024-02-10,Februar,1,0.5714285714285714,0.0,0.1,95.0,8.0,6590.24,10635.1
So,8745.9,0.0,2024-02-11,Februar,0,0.5714285714285714,0.0,0.0,141.0,7.4,6590.24,8745.9
Mo,6132.1,9.5,2024-02-12,Februar,0,0.5714285714285714,0.0,0.9,56.0,6.3,6590.24,6141.6
Di,10156.5,1018.8,2024-02-13,Februar,0,0.5714285714285714,0.0,0.0,533.0,5.7,6590.24,11175.3
Mi,15532.7,29.0,2024-02-14,Februar,0,0.5714285714285714,1.0,0.0,247.0,7.3,6590.24,15561.7
Do,8861.0,0.0,2024-02-15,Februar,0,0.5714285714285714,0.0,0.0,256.0,7.0,6590.24,8861.0
Fr,11537.95,159.4,2024-02-16,Februar,1,0.5714285714285714,0.0,0.0,317.0,10.3,6590.24,11697.35
Sa,14138.5,0.0,2024-02-17,Februar,1,0.5714285714285714,0.0,0.3,0.0,10.1,6590.24,14138.5
So,14312.0,280.1,2024-02-18,Februar,0,0.5714285714285714,0.0,2.2,3.0,9.7,6590.24,14592.1
Mo,7152.1,0.0,2024-02-19,Februar,0,0.0,0.0,8.2,58.0,8.6,6590.24,7152.1
Di,4628.9,29.5,2024-02-20,Februar,0,0.0,0.0,1.3,103.0,6.4,6590.24,4658.4
Mi,4970.6,12.0,2024-02-21,Februar,0,0.0,0.0,0.4,354.0,6.9,6590.24,4982.6
Do,7805.2,0.0,2024-02-22,Februar,0,0.0,0.0,15.0,0.0,8.0,6590.24,7805.2
Fr,9963.3,73.5,2024-02-23,Februar,1,0.0,0.0,0.0,122.0,5.5,6590.24,10036.8
Sa,12923.6,48.1,2024-02-24,Februar,1,0.14285714285714285,0.0,0.0,187.0,4.7,6590.24,12971.7
So,10113.6,3458.7,2024-02-25,Februar,0,0.14285714285714285,0.0,0.0,492.0,5.0,6590.24,13572.3
Mo,4841.7,0.0,2024-02-26,Februar,0,0.14285714285714285,0.0,0.0,69.0,6.8,6590.24,4841.7
Di.,4364.3,0.0,2024-02-27,Februar,0,0.14285714285714285,0.0,0.0,0.0,6.9,6590.24,4364.3
Mi.,3779.7,0.0,2024-02-28,Februar,0,0.14285714285714285,0.0,0.0,0.0,7.0,6590.24,3779.7
Do.,5340.0,24.5,2024-02-29,Februar,0,0.0,0.0,1.8,219.0,6.7,6590.24,5364.5
Fr,9673.9,0.0,2024-03-01,März,1,0.14285714285714285,0.0,5.4,0.0,6.3,7288.88,9673.9
Sa,11755.6,1211.2,2024-03-02,März,1,0.14285714285714285,0.0,0.0,445.0,6.7,7288.88,12966.800000000001
So,9719.7,1746.2,2024-03-03,März,0,0.14285714285714285,0.0,0.0,251.0,9.8,7288.88,11465.900000000001
Mo,3732.3,0.0,2024-03-04,März,0,0.0,0.0,0.0,0.0,7.7,7288.88,3732.3
Di,6198.5,0.0,2024-03-05,März,0,0.0,0.0,36.6,0.0,5.7,7288.88,6198.5
Mi,3697.2,0.0,2024-03-06,März,0,0.0,0.0,11.5,0.0,1.8,7288.88,3697.2
Do,6109.6,0.0,2024-03-07,März,0,0.0,0.0,0.0,37.0,3.3,7288.88,6109.6
Fr,9738.3,0.0,2024-03-08,März,1,0.0,0.0,0.0,153.0,2.9,7288.88,9738.3
Sa,10815.2,556.9,2024-03-09,März,1,0.0,0.0,0.0,329.0,8.5,7288.88,11372.1
So,12581.2,0.0,2024-03-10,März,0,0.0,0.0,10.8,16.0,9.2,7288.88,12581.2
Mo,7727.6,24.0,2024-03-11,März,0,0.0,0.0,0.4,171.0,6.4,7288.88,7751.6
Di,2757.8,0.0,2024-03-12,März,0,0.0,0.0,6.7,25.0,6.8,7288.88,2757.8
Mi,5438.8,0.0,2024-03-13,März,0,0.0,0.0,6.1,36.0,7.0,7288.88,5438.8
Do,8425.9,1019.2,2024-03-14,März,0,0.0,0.0,0.1,427.0,8.2,7288.88,9445.1
Fr,8266.0,0.0,2024-03-15,März,1,0.0,0.0,14.8,184.0,10.5,7288.88,8266.0
Sa,14353.6,24.0,2024-03-16,März,1,0.0,0.0,0.0,351.0,10.5,7288.88,14377.6
So,12780.6,0.0,2024-03-17,März,0,0.0,0.0,3.6,66.0,8.9,7288.88,12780.6
Mo,5532.6,0.0,2024-03-18,März,0,0.0,0.0,23.1,0.0,8.8,7288.88,5532.6
Di,5510.2,520.0,2024-03-19,März,0,0.0,0.0,0.0,402.0,9.2,7288.88,6030.2
Mi,5881.2,1955.1,2024-03-20,März,0,0.0,0.0,1.6,655.0,10.6,7288.88,7836.299999999999
Do,6205.1,200.5,2024-03-21,März,0,0.0,0.0,8.0,121.0,10.7,7288.88,6405.6
Fr,9918.2,3193.6,2024-03-22,März,1,0.0,0.0,0.0,537.0,11.6,7288.88,13111.800000000001
Sa,10442.7,0.0,2024-03-23,März,1,0.0,0.0,10.2,127.0,7.6,7288.88,10442.7
So,12537.6,0.0,2024-03-24,März,0,0.0,0.1,0.7,171.0,5.9,7288.88,12537.6
Mo,5773.4,509.7,2024-03-25,März,0,0.0,0.0,0.0,604.0,7.3,7288.88,6283.099999999999
Di,5609.3,926.9,2024-03-26,März,0,0.0,0.0,0.0,429.0,10.4,7288.88,6536.2
Mi,4074.2,0.0,2024-03-27,März,0,0.0,0.0,0.5,107.0,7.1,7288.88,4074.2
Do,8647.3,0.0,2024-03-28,März,0,0.0,0.0,3.4,310.0,5.6,7288.88,8647.3
Fr,26778.2,1555.3,2024-03-29,März,1,0.4857142857142857,1.0,0.0,250.0,12.3,7288.88,28333.5
Sa,15624.0,284.7,2024-03-30,März,1,0.4857142857142857,0.0,6.4,115.0,14.5,7288.88,15908.7
So,24421.6,1299.4,2024-03-31,März,0,0.4857142857142857,1.0,3.6,320.0,12.1,7288.88,25721.0
Mo,13236.15,0.0,2024-04-01,April,0,0.4857142857142857,1.0,0.5,63.0,9.3,7048.37,13236.15
Di,5509.7,64.1,2024-04-02,April,0,0.4857142857142857,0.0,0.0,505.0,10.0,7048.37,5573.8
Mi,5206.5,9.5,2024-04-03,April,0,0.4857142857142857,0.0,0.1,14.0,9.8,7048.37,5216.0
Do,6812.1,7.5,2024-04-04,April,0,0.6285714285714287,0.0,0.0,95.0,12.6,7048.37,6819.6
Fr,11358.3,3702.2,2024-04-05,April,1,0.6285714285714287,0.0,0.0,545.0,14.9,7048.37,15060.5
Sa,7388.3,12281.9,2024-04-06,April,1,0.7142857142857143,0.0,0.0,645.0,15.4,7048.37,19670.2
So,8195.3,7862.1,2024-04-07,April,0,0.7142857142857143,0.0,0.0,114.0,16.4,7048.37,16057.4
Mo,3041.0,4745.3,2024-04-08,April,0,0.7142857142857143,0.0,0.0,336.0,19.6,7048.37,7786.3
Di,5740.1,0.0,2024-04-09,April,0,0.7142857142857143,0.0,5.3,0.0,10.8,7048.37,5740.1
Mi,10145.0,0.0,2024-04-10,April,0,0.7142857142857143,0.0,0.0,34.0,8.2,7048.37,10145.0
Do,9262.6,3583.2,2024-04-11,April,0,0.7142857142857143,0.0,0.0,637.0,10.1,7048.37,12845.8
